"","bullet1","bullet2","cmps.diff","cmps.diff.med","cmps.max","cmps.maxbar","cmps.diff_scaled","cmps.diff.med_scaled","cmps.max_scaled","cmps.maxbar_scaled","type_truth","type"
"1","Barrel 1 Bullet 1","Barrel 1 Bullet 2",8,9.5,11,9.33333333333333,0.684848484848485,0.787878787878788,1,0.799242424242424,"KM","KM"
"2","Barrel 1 Bullet 1","Barrel 10 Bullet 1",0.333333333333333,0.5,3,1.66666666666667,0.028030303030303,0.0416666666666667,0.25,0.142676767676768,"KNM","KNM"
"3","Barrel 1 Bullet 1","Barrel 10 Bullet 2",0.4,1,2,1.8,0.0354545454545455,0.0757575757575757,0.181818181818182,0.154545454545455,"KNM","KNM"
"4","Barrel 1 Bullet 1","Barrel 2 Bullet 1",0.266666666666667,0.5,3,1.5,0.0247474747474748,0.0416666666666667,0.272727272727273,0.130050505050505,"KNM","KNM"
"5","Barrel 1 Bullet 1","Barrel 2 Bullet 2",0.16,1,4,1.6,0.0148484848484848,0.0833333333333333,0.333333333333333,0.137878787878788,"KNM","KNM"
"6","Barrel 1 Bullet 1","Barrel 3 Bullet 1",0.75,1,3,2,0.0693181818181818,0.0871212121212121,0.272727272727273,0.176136363636364,"KNM","KNM"
"7","Barrel 1 Bullet 1","Barrel 3 Bullet 2",0.4,0.5,3,1.5,0.0353535353535354,0.0416666666666667,0.272727272727273,0.130050505050505,"KNM","KNM"
"8","Barrel 1 Bullet 1","Barrel 4 Bullet 1",0.0999999999999999,0,2,1.33333333333333,0.00959595959595959,0.00378787878787878,0.181818181818182,0.11489898989899,"KNM","KNM"
"9","Barrel 1 Bullet 1","Barrel 4 Bullet 2",0.133333333333333,0,3,1.33333333333333,0.0121212121212121,0.0037878787878788,0.25,0.11489898989899,"KNM","KNM"
"10","Barrel 1 Bullet 1","Barrel 5 Bullet 1",0.266666666666667,0.5,3,1.5,0.0237373737373737,0.0416666666666667,0.25,0.128787878787879,"KNM","KNM"
"11","Barrel 1 Bullet 1","Barrel 5 Bullet 2",0.466666666666667,1,3,1.83333333333333,0.0411616161616161,0.0833333333333333,0.25,0.157828282828283,"KNM","KNM"
