"","bullet1","bullet2","rf.diff","rf.diff.med","rf.max","rf.maxbar","type","type_truth"
"510","Unknowns Bullet 'F'","Unknowns Bullet 'L'",0.0525333333333333,0.026,0.332,0.0776666666666667,"UKN","KNM"
"511","Unknowns Bullet 'F'","Unknowns Bullet 'O'",0.0314,0.016,0.516,0.0896666666666667,"UKN","KNM"
"512","Unknowns Bullet 'F'","Unknowns Bullet 'P'",0.107333333333333,0.016,0.544,0.128666666666667,"UKN","KNM"
"513","Unknowns Bullet 'F'","Unknowns Bullet 'S'",0.0475333333333333,0.05,0.272,0.0796666666666667,"UKN","KNM"
"514","Unknowns Bullet 'F'","Unknowns Bullet 'T'",0.0258666666666667,0.015,0.282,0.0573333333333333,"UKN","KNM"
"515","Unknowns Bullet 'F'","Unknowns Bullet 'U'",0.0626,0.016,0.242,0.0756666666666667,"UKN","KNM"
"516","Unknowns Bullet 'F'","Unknowns Bullet 'X'",0.0422666666666667,0.017,0.152,0.0593333333333333,"UKN","KNM"
"517","Unknowns Bullet 'F'","Unknowns Bullet 'Y'",0.0520666666666667,0.018,0.184,0.0676666666666667,"UKN","KNM"
"518","Unknowns Bullet 'G'","Unknowns Bullet 'H'",0.0487333333333333,0.017,0.426,0.081,"UKN","KNM"
"519","Unknowns Bullet 'G'","Unknowns Bullet 'I'",0.0656,0.054,0.454,0.1216,"UKN","KNM"
"520","Unknowns Bullet 'G'","Unknowns Bullet 'J'",0.0472,0.008,0.312,0.0636666666666667,"UKN","KNM"
"521","Unknowns Bullet 'G'","Unknowns Bullet 'K'",0.0168666666666667,0.011,0.092,0.0303333333333333,"UKN","KNM"
"522","Unknowns Bullet 'G'","Unknowns Bullet 'L'",0.063,0.02,0.482,0.0896666666666667,"UKN","KNM"
"523","Unknowns Bullet 'G'","Unknowns Bullet 'O'",0.0207333333333333,0.015,0.214,0.0453333333333333,"UKN","KNM"
"524","Unknowns Bullet 'G'","Unknowns Bullet 'P'",0.0166,0.022,0.168,0.035,"UKN","KNM"
"525","Unknowns Bullet 'G'","Unknowns Bullet 'S'",0.00526666666666667,0.009,0.042,0.0173333333333333,"UKN","KNM"
"526","Unknowns Bullet 'G'","Unknowns Bullet 'T'",0.107733333333333,0.016,0.432,0.129,"UKN","KNM"
"527","Unknowns Bullet 'G'","Unknowns Bullet 'U'",0.0488,0.053,0.288,0.0843333333333333,"UKN","KNM"
"528","Unknowns Bullet 'G'","Unknowns Bullet 'X'",0.0469333333333333,0.011,0.404,0.076,"UKN","KNM"
"529","Unknowns Bullet 'G'","Unknowns Bullet 'Y'",0.846933333333333,0.942,0.984,0.875666666666667,"UKN","KM"
"530","Unknowns Bullet 'H'","Unknowns Bullet 'I'",0.77632,0.82,0.94,0.8616,"UKN","KM"
"531","Unknowns Bullet 'H'","Unknowns Bullet 'J'",0.0189333333333333,0.024,0.07,0.032,"UKN","KNM"
"532","Unknowns Bullet 'H'","Unknowns Bullet 'K'",0.0448,0.02,0.27,0.0656666666666667,"UKN","KNM"
"533","Unknowns Bullet 'H'","Unknowns Bullet 'L'",0.0686,0.015,0.492,0.0943333333333333,"UKN","KNM"
"534","Unknowns Bullet 'H'","Unknowns Bullet 'O'",0.0493333333333333,0.009,0.418,0.08,"UKN","KNM"
"535","Unknowns Bullet 'H'","Unknowns Bullet 'P'",0.0822,0.012,0.664,0.121,"UKN","KNM"
"536","Unknowns Bullet 'H'","Unknowns Bullet 'S'",0.0725333333333333,0.097,0.748,0.134666666666667,"UKN","KNM"
"537","Unknowns Bullet 'H'","Unknowns Bullet 'T'",0.0438,0.014,0.378,0.0806666666666667,"UKN","KNM"
"538","Unknowns Bullet 'H'","Unknowns Bullet 'U'",0.0754666666666667,0.038,0.428,0.114333333333333,"UKN","KNM"
"539","Unknowns Bullet 'H'","Unknowns Bullet 'X'",0.0412666666666667,0.015,0.324,0.086,"UKN","KNM"
"540","Unknowns Bullet 'H'","Unknowns Bullet 'Y'",0.0303333333333333,0.013,0.206,0.0516666666666667,"UKN","KNM"
"541","Unknowns Bullet 'I'","Unknowns Bullet 'J'",0.07304,0.028,0.322,0.0924,"UKN","KNM"
"542","Unknowns Bullet 'I'","Unknowns Bullet 'K'",0.01176,0.01,0.038,0.0232,"UKN","KNM"
"543","Unknowns Bullet 'I'","Unknowns Bullet 'L'",0.0844,0.13,0.344,0.1188,"UKN","KNM"
"544","Unknowns Bullet 'I'","Unknowns Bullet 'O'",0.05504,0.024,0.22,0.0792,"UKN","KNM"
"545","Unknowns Bullet 'I'","Unknowns Bullet 'P'",0.01928,0.008,0.228,0.0516,"UKN","KNM"
"546","Unknowns Bullet 'I'","Unknowns Bullet 'S'",0.0692,0.006,0.424,0.1224,"UKN","KNM"
"547","Unknowns Bullet 'I'","Unknowns Bullet 'T'",0.09376,0.038,0.714,0.1744,"UKN","KNM"
"548","Unknowns Bullet 'I'","Unknowns Bullet 'U'",0.05224,0.012,0.36,0.0936,"UKN","KNM"
"549","Unknowns Bullet 'I'","Unknowns Bullet 'X'",0.0608,0.042,0.236,0.0948,"UKN","KNM"
"550","Unknowns Bullet 'I'","Unknowns Bullet 'Y'",0.1008,0.022,0.682,0.1488,"UKN","KNM"
"551","Unknowns Bullet 'J'","Unknowns Bullet 'K'",0.0258,0.016,0.208,0.0426666666666667,"UKN","KNM"
"552","Unknowns Bullet 'J'","Unknowns Bullet 'L'",0.0186666666666667,0.014,0.18,0.044,"UKN","KNM"
"553","Unknowns Bullet 'J'","Unknowns Bullet 'O'",0.0382666666666667,0.014,0.226,0.0656666666666667,"UKN","KNM"
"554","Unknowns Bullet 'J'","Unknowns Bullet 'P'",0.724733333333333,0.795,0.916,0.743666666666667,"UKN","KM"
"555","Unknowns Bullet 'J'","Unknowns Bullet 'S'",0.0378666666666667,0.014,0.29,0.0586666666666667,"UKN","KNM"
"556","Unknowns Bullet 'J'","Unknowns Bullet 'T'",0.0214,0.017,0.176,0.0496666666666667,"UKN","KNM"
"557","Unknowns Bullet 'J'","Unknowns Bullet 'U'",0.0266,0.02,0.124,0.04,"UKN","KNM"
"558","Unknowns Bullet 'J'","Unknowns Bullet 'X'",0.0174666666666667,0.021,0.218,0.0493333333333333,"UKN","KNM"
"559","Unknowns Bullet 'J'","Unknowns Bullet 'Y'",0.0294666666666667,0.019,0.202,0.0423333333333333,"UKN","KNM"
"560","Unknowns Bullet 'K'","Unknowns Bullet 'L'",0.0496,0.022,0.364,0.084,"UKN","KNM"
"561","Unknowns Bullet 'K'","Unknowns Bullet 'O'",0.0414,0.022,0.236,0.0633333333333333,"UKN","KNM"
"562","Unknowns Bullet 'K'","Unknowns Bullet 'P'",0.0336,0.015,0.248,0.052,"UKN","KNM"
"563","Unknowns Bullet 'K'","Unknowns Bullet 'S'",0.0204,0.018,0.178,0.0443333333333333,"UKN","KNM"
"564","Unknowns Bullet 'K'","Unknowns Bullet 'T'",0.0259333333333333,0.011,0.182,0.0416666666666667,"UKN","KNM"
"565","Unknowns Bullet 'K'","Unknowns Bullet 'U'",0.0318,0.008,0.276,0.0513333333333333,"UKN","KNM"
"566","Unknowns Bullet 'K'","Unknowns Bullet 'X'",0.0174666666666667,0.005,0.142,0.0306666666666667,"UKN","KNM"
"567","Unknowns Bullet 'K'","Unknowns Bullet 'Y'",0.0208666666666667,0.017,0.146,0.038,"UKN","KNM"
"568","Unknowns Bullet 'L'","Unknowns Bullet 'O'",0.0404666666666667,0.034,0.308,0.0846666666666667,"UKN","KNM"
"569","Unknowns Bullet 'L'","Unknowns Bullet 'P'",0.0614666666666667,0.018,0.5,0.107333333333333,"UKN","KNM"
"570","Unknowns Bullet 'L'","Unknowns Bullet 'S'",0.103666666666667,0.068,0.452,0.131,"UKN","KNM"
"571","Unknowns Bullet 'L'","Unknowns Bullet 'T'",0.0468,0.051,0.43,0.0793333333333333,"UKN","KNM"
"572","Unknowns Bullet 'L'","Unknowns Bullet 'U'",0.0367333333333333,0.01,0.286,0.066,"UKN","KNM"
"573","Unknowns Bullet 'L'","Unknowns Bullet 'X'",0.0494,0.026,0.148,0.0613333333333333,"UKN","KNM"
"574","Unknowns Bullet 'L'","Unknowns Bullet 'Y'",0.0587333333333333,0.004,0.484,0.0886666666666667,"UKN","KNM"
"575","Unknowns Bullet 'O'","Unknowns Bullet 'P'",0.0234,0.02,0.272,0.0563333333333333,"UKN","KNM"
"576","Unknowns Bullet 'O'","Unknowns Bullet 'S'",0.0654666666666667,0.016,0.296,0.095,"UKN","KNM"
"577","Unknowns Bullet 'O'","Unknowns Bullet 'T'",0.0918,0.054,0.516,0.133,"UKN","KNM"
"578","Unknowns Bullet 'O'","Unknowns Bullet 'U'",0.0292,0.026,0.274,0.0556666666666667,"UKN","KNM"
"579","Unknowns Bullet 'O'","Unknowns Bullet 'X'",0.0360666666666667,0.016,0.232,0.0506666666666667,"UKN","KNM"
"580","Unknowns Bullet 'O'","Unknowns Bullet 'Y'",0.0860666666666667,0.011,0.396,0.111666666666667,"UKN","KNM"
"581","Unknowns Bullet 'P'","Unknowns Bullet 'S'",0.181,0.204,0.41,0.211666666666667,"UKN","KNM"
"582","Unknowns Bullet 'P'","Unknowns Bullet 'T'",0.0264,0.009,0.196,0.045,"UKN","KNM"
"583","Unknowns Bullet 'P'","Unknowns Bullet 'U'",0.0188666666666667,0.015,0.182,0.035,"UKN","KNM"
"584","Unknowns Bullet 'P'","Unknowns Bullet 'X'",0.0132,0.008,0.122,0.038,"UKN","KNM"
"585","Unknowns Bullet 'P'","Unknowns Bullet 'Y'",0.0176,0.005,0.21,0.0406666666666667,"UKN","KNM"
"586","Unknowns Bullet 'S'","Unknowns Bullet 'T'",0.107933333333333,0.032,0.672,0.132,"UKN","KNM"
"587","Unknowns Bullet 'S'","Unknowns Bullet 'U'",0.0492666666666667,0.007,0.532,0.1,"UKN","KNM"
"588","Unknowns Bullet 'S'","Unknowns Bullet 'X'",0.0867333333333333,0.036,0.524,0.116666666666667,"UKN","KNM"
"589","Unknowns Bullet 'S'","Unknowns Bullet 'Y'",0.0494,0.034,0.438,0.082,"UKN","KNM"
"590","Unknowns Bullet 'T'","Unknowns Bullet 'U'",0.0625333333333333,0.015,0.356,0.0946666666666667,"UKN","KNM"
"591","Unknowns Bullet 'T'","Unknowns Bullet 'X'",0.0411333333333333,0.011,0.306,0.0643333333333333,"UKN","KNM"
"592","Unknowns Bullet 'T'","Unknowns Bullet 'Y'",0.0487333333333333,0.01,0.46,0.0813333333333333,"UKN","KNM"
"593","Unknowns Bullet 'U'","Unknowns Bullet 'X'",0.873,0.937,1,0.927333333333333,"UKN","KM"
"594","Unknowns Bullet 'U'","Unknowns Bullet 'Y'",0.0302666666666667,0.015,0.248,0.0533333333333333,"UKN","KNM"
"595","Unknowns Bullet 'X'","Unknowns Bullet 'Y'",0.0833333333333333,0.006,0.306,0.107333333333333,"UKN","KNM"
