"","bullet1","bullet2","rf.diff","rf.diff.med","rf.max","rf.maxbar","type","type_truth"
"1","Barrel 1 Bullet 1","Barrel 1 Bullet 2",0.9384,0.983,0.998,0.980666666666667,"KM","KM"
"2","Barrel 1 Bullet 1","Barrel 10 Bullet 1",0.0262666666666667,0.022,0.136,0.0496666666666667,"KNM","KNM"
"3","Barrel 1 Bullet 1","Barrel 10 Bullet 2",0.02528,0.006,0.18,0.0476,"KNM","KNM"
"4","Barrel 1 Bullet 1","Barrel 2 Bullet 1",0.0273333333333333,0.027,0.106,0.0483333333333333,"KNM","KNM"
"5","Barrel 1 Bullet 1","Barrel 2 Bullet 2",0.04168,0.02,0.176,0.0676,"KNM","KNM"
"6","Barrel 1 Bullet 1","Barrel 3 Bullet 1",0.0949,0.011,0.412,0.1115,"KNM","KNM"
"7","Barrel 1 Bullet 1","Barrel 3 Bullet 2",0.0288666666666667,0.007,0.236,0.0563333333333333,"KNM","KNM"
"8","Barrel 1 Bullet 1","Barrel 4 Bullet 1",0.0902666666666667,0.019,0.276,0.101333333333333,"KNM","KNM"
"9","Barrel 1 Bullet 1","Barrel 4 Bullet 2",0.0283333333333333,0.008,0.188,0.0446666666666667,"KNM","KNM"
"10","Barrel 1 Bullet 1","Barrel 5 Bullet 1",0.0602,0.073,0.158,0.0836666666666667,"KNM","KNM"
"11","Barrel 1 Bullet 1","Barrel 5 Bullet 2",0.0275333333333333,0.012,0.146,0.0456666666666667,"KNM","KNM"
"12","Barrel 1 Bullet 1","Barrel 6 Bullet 1",0.0310666666666667,0.025,0.176,0.0566666666666667,"KNM","KNM"
"13","Barrel 1 Bullet 1","Barrel 6 Bullet 2",0.0621333333333333,0.016,0.372,0.0896666666666667,"KNM","KNM"
"14","Barrel 1 Bullet 1","Barrel 7 Bullet 1",0.0145333333333333,0.01,0.122,0.031,"KNM","KNM"
"15","Barrel 1 Bullet 1","Barrel 7 Bullet 2",0.0336666666666667,0.017,0.136,0.0473333333333333,"KNM","KNM"
"16","Barrel 1 Bullet 1","Barrel 8 Bullet 1",0.04384,0.01,0.192,0.0776,"KNM","KNM"
"17","Barrel 1 Bullet 1","Barrel 8 Bullet 2",0.0551333333333333,0.06,0.41,0.0913333333333333,"KNM","KNM"
"18","Barrel 1 Bullet 1","Barrel 9 Bullet 1",0.0447333333333333,0.031,0.134,0.0623333333333333,"KNM","KNM"
"19","Barrel 1 Bullet 1","Barrel 9 Bullet 2",0.0829333333333333,0.01,0.508,0.105,"KNM","KNM"
"20","Barrel 1 Bullet 1","Unknowns Bullet 'E'",0.08048,0.016,0.496,0.1036,"UKN","KNM"
"21","Barrel 1 Bullet 1","Unknowns Bullet 'F'",0.0525333333333333,0.019,0.252,0.077,"UKN","KNM"
"22","Barrel 1 Bullet 1","Unknowns Bullet 'G'",0.0532,0.029,0.188,0.0746666666666667,"UKN","KNM"
"23","Barrel 1 Bullet 1","Unknowns Bullet 'H'",0.057,0.025,0.292,0.087,"UKN","KNM"
"24","Barrel 1 Bullet 1","Unknowns Bullet 'I'",0.06632,0.012,0.338,0.0828,"UKN","KNM"
"25","Barrel 1 Bullet 1","Unknowns Bullet 'J'",0.0156666666666667,0.009,0.124,0.036,"UKN","KNM"
"26","Barrel 1 Bullet 1","Unknowns Bullet 'K'",0.8386,0.872,0.998,0.866,"UKN","KM"
"27","Barrel 1 Bullet 1","Unknowns Bullet 'L'",0.039,0.015,0.32,0.0706666666666667,"UKN","KNM"
"28","Barrel 1 Bullet 1","Unknowns Bullet 'O'",0.0914,0.012,0.456,0.115333333333333,"UKN","KNM"
"29","Barrel 1 Bullet 1","Unknowns Bullet 'P'",0.0292666666666667,0.007,0.256,0.0516666666666667,"UKN","KNM"
"30","Barrel 1 Bullet 1","Unknowns Bullet 'S'",0.0370666666666667,0.024,0.252,0.0636666666666667,"UKN","KNM"
"31","Barrel 1 Bullet 1","Unknowns Bullet 'T'",0.0102,0.011,0.076,0.0243333333333333,"UKN","KNM"
"32","Barrel 1 Bullet 1","Unknowns Bullet 'U'",0.0517333333333333,0.022,0.226,0.077,"UKN","KNM"
"33","Barrel 1 Bullet 1","Unknowns Bullet 'X'",0.0104,0.009,0.088,0.0263333333333333,"UKN","KNM"
"34","Barrel 1 Bullet 1","Unknowns Bullet 'Y'",0.0164,0.012,0.284,0.0563333333333333,"UKN","KNM"
"35","Barrel 1 Bullet 2","Barrel 10 Bullet 1",0.0484,0.028,0.424,0.092,"KNM","KNM"
"36","Barrel 1 Bullet 2","Barrel 10 Bullet 2",0.08776,0.03,0.53,0.134,"KNM","KNM"
"37","Barrel 1 Bullet 2","Barrel 2 Bullet 1",0.0476666666666667,0.014,0.3,0.0766666666666667,"KNM","KNM"
"38","Barrel 1 Bullet 2","Barrel 2 Bullet 2",0.07192,0.01,0.37,0.0872,"KNM","KNM"
"39","Barrel 1 Bullet 2","Barrel 3 Bullet 1",0.0358,0.025,0.142,0.056,"KNM","KNM"
"40","Barrel 1 Bullet 2","Barrel 3 Bullet 2",0.0530666666666667,0.01,0.274,0.0766666666666667,"KNM","KNM"
"41","Barrel 1 Bullet 2","Barrel 4 Bullet 1",0.0112666666666667,0.014,0.128,0.03,"KNM","KNM"
"42","Barrel 1 Bullet 2","Barrel 4 Bullet 2",0.0222,0.021,0.174,0.041,"KNM","KNM"
"43","Barrel 1 Bullet 2","Barrel 5 Bullet 1",0.0799333333333333,0.029,0.512,0.145333333333333,"KNM","KNM"
"44","Barrel 1 Bullet 2","Barrel 5 Bullet 2",0.0320666666666667,0.009,0.314,0.0673333333333333,"KNM","KNM"
"45","Barrel 1 Bullet 2","Barrel 6 Bullet 1",0.0206,0.004,0.076,0.0376666666666667,"KNM","KNM"
"46","Barrel 1 Bullet 2","Barrel 6 Bullet 2",0.0206,0.022,0.266,0.0496666666666667,"KNM","KNM"
"47","Barrel 1 Bullet 2","Barrel 7 Bullet 1",0.0502,0.017,0.302,0.078,"KNM","KNM"
"48","Barrel 1 Bullet 2","Barrel 7 Bullet 2",0.0197333333333333,0.005,0.222,0.051,"KNM","KNM"
"49","Barrel 1 Bullet 2","Barrel 8 Bullet 1",0.04088,0.028,0.272,0.0668,"KNM","KNM"
"50","Barrel 1 Bullet 2","Barrel 8 Bullet 2",0.0624666666666667,0.015,0.462,0.0873333333333333,"KNM","KNM"
"51","Barrel 1 Bullet 2","Barrel 9 Bullet 1",0.0758,0.017,0.426,0.0876666666666667,"KNM","KNM"
"52","Barrel 1 Bullet 2","Barrel 9 Bullet 2",0.0132,0.023,0.132,0.0356666666666667,"KNM","KNM"
"53","Barrel 1 Bullet 2","Unknowns Bullet 'E'",0.06416,0.014,0.3,0.0792,"UKN","KNM"
"54","Barrel 1 Bullet 2","Unknowns Bullet 'F'",0.0352,0.01,0.214,0.06,"UKN","KNM"
"55","Barrel 1 Bullet 2","Unknowns Bullet 'G'",0.1198,0.058,0.516,0.156666666666667,"UKN","KNM"
"56","Barrel 1 Bullet 2","Unknowns Bullet 'H'",0.0515333333333333,0.044,0.414,0.104333333333333,"UKN","KNM"
"57","Barrel 1 Bullet 2","Unknowns Bullet 'I'",0.06888,0.012,0.364,0.1028,"UKN","KNM"
"58","Barrel 1 Bullet 2","Unknowns Bullet 'J'",0.0330666666666667,0.002,0.148,0.0503333333333333,"UKN","KNM"
"59","Barrel 1 Bullet 2","Unknowns Bullet 'K'",0.886733333333333,0.968,0.99,0.902666666666667,"UKN","KM"
"60","Barrel 1 Bullet 2","Unknowns Bullet 'L'",0.0344666666666667,0.013,0.228,0.0563333333333333,"UKN","KNM"
"61","Barrel 1 Bullet 2","Unknowns Bullet 'O'",0.0598,0.007,0.35,0.0826666666666667,"UKN","KNM"
"62","Barrel 1 Bullet 2","Unknowns Bullet 'P'",0.0474666666666667,0.034,0.268,0.0726666666666667,"UKN","KNM"
"63","Barrel 1 Bullet 2","Unknowns Bullet 'S'",0.0597333333333333,0.05,0.524,0.103666666666667,"UKN","KNM"
"64","Barrel 1 Bullet 2","Unknowns Bullet 'T'",0.0346666666666667,0.015,0.214,0.0576666666666667,"UKN","KNM"
"65","Barrel 1 Bullet 2","Unknowns Bullet 'U'",0.0449333333333333,0.043,0.378,0.0846666666666667,"UKN","KNM"
"66","Barrel 1 Bullet 2","Unknowns Bullet 'X'",0.0121333333333333,0.006,0.114,0.039,"UKN","KNM"
"67","Barrel 1 Bullet 2","Unknowns Bullet 'Y'",0.1042,0.011,0.644,0.134,"UKN","KNM"
"68","Barrel 10 Bullet 1","Barrel 10 Bullet 2",0.88504,0.91,1,0.9492,"KM","KM"
"69","Barrel 10 Bullet 1","Barrel 2 Bullet 1",0.0760666666666667,0.025,0.38,0.119,"KNM","KNM"
"70","Barrel 10 Bullet 1","Barrel 2 Bullet 2",0.11512,0.012,0.476,0.1552,"KNM","KNM"
"71","Barrel 10 Bullet 1","Barrel 3 Bullet 1",0.0327,0.03,0.086,0.0465,"KNM","KNM"
"72","Barrel 10 Bullet 1","Barrel 3 Bullet 2",0.113133333333333,0.035,0.736,0.170333333333333,"KNM","KNM"
"73","Barrel 10 Bullet 1","Barrel 4 Bullet 1",0.103,0.025,0.552,0.143333333333333,"KNM","KNM"
"74","Barrel 10 Bullet 1","Barrel 4 Bullet 2",0.067,0.01,0.422,0.0836666666666667,"KNM","KNM"
"75","Barrel 10 Bullet 1","Barrel 5 Bullet 1",0.142666666666667,0.015,0.674,0.171333333333333,"KNM","KNM"
"76","Barrel 10 Bullet 1","Barrel 5 Bullet 2",0.102066666666667,0.006,0.67,0.173333333333333,"KNM","KNM"
"77","Barrel 10 Bullet 1","Barrel 6 Bullet 1",0.015,0.01,0.114,0.0316666666666667,"KNM","KNM"
"78","Barrel 10 Bullet 1","Barrel 6 Bullet 2",0.0662666666666667,0.015,0.526,0.107333333333333,"KNM","KNM"
"79","Barrel 10 Bullet 1","Barrel 7 Bullet 1",0.0393333333333333,0.033,0.326,0.11,"KNM","KNM"
"80","Barrel 10 Bullet 1","Barrel 7 Bullet 2",0.064,0.016,0.614,0.125666666666667,"KNM","KNM"
"81","Barrel 10 Bullet 1","Barrel 8 Bullet 1",0.1188,0.11,0.47,0.1572,"KNM","KNM"
"82","Barrel 10 Bullet 1","Barrel 8 Bullet 2",0.0998,0.016,0.494,0.172,"KNM","KNM"
"83","Barrel 10 Bullet 1","Barrel 9 Bullet 1",0.0234,0.024,0.214,0.045,"KNM","KNM"
"84","Barrel 10 Bullet 1","Barrel 9 Bullet 2",0.0427333333333333,0.02,0.308,0.0686666666666667,"KNM","KNM"
"85","Barrel 10 Bullet 1","Unknowns Bullet 'E'",0.02472,0.008,0.3,0.0712,"UKN","KNM"
"86","Barrel 10 Bullet 1","Unknowns Bullet 'F'",0.0710666666666667,0.013,0.432,0.110333333333333,"UKN","KNM"
"87","Barrel 10 Bullet 1","Unknowns Bullet 'G'",0.0251333333333333,0.017,0.166,0.041,"UKN","KNM"
"88","Barrel 10 Bullet 1","Unknowns Bullet 'H'",0.0338,0.017,0.212,0.0653333333333333,"UKN","KNM"
"89","Barrel 10 Bullet 1","Unknowns Bullet 'I'",0.07416,0.022,0.328,0.1372,"UKN","KNM"
"90","Barrel 10 Bullet 1","Unknowns Bullet 'J'",0.0562666666666667,0.02,0.284,0.087,"UKN","KNM"
"91","Barrel 10 Bullet 1","Unknowns Bullet 'K'",0.0248666666666667,0.02,0.174,0.045,"UKN","KNM"
"92","Barrel 10 Bullet 1","Unknowns Bullet 'L'",0.0736,0.026,0.488,0.127666666666667,"UKN","KNM"
"93","Barrel 10 Bullet 1","Unknowns Bullet 'O'",0.0691333333333333,0.015,0.482,0.122,"UKN","KNM"
"94","Barrel 10 Bullet 1","Unknowns Bullet 'P'",0.109266666666667,0.022,0.692,0.149666666666667,"UKN","KNM"
"95","Barrel 10 Bullet 1","Unknowns Bullet 'S'",0.8534,0.889,0.994,0.914,"UKN","KM"
"96","Barrel 10 Bullet 1","Unknowns Bullet 'T'",0.0126,0.003,0.148,0.0343333333333333,"UKN","KNM"
"97","Barrel 10 Bullet 1","Unknowns Bullet 'U'",0.0270666666666667,0.007,0.464,0.0883333333333333,"UKN","KNM"
"98","Barrel 10 Bullet 1","Unknowns Bullet 'X'",0.0551333333333333,0.021,0.364,0.0976666666666667,"UKN","KNM"
"99","Barrel 10 Bullet 1","Unknowns Bullet 'Y'",0.0955333333333333,0.055,0.352,0.129333333333333,"UKN","KNM"
"100","Barrel 10 Bullet 2","Barrel 2 Bullet 1",0.03528,0.014,0.256,0.0584,"KNM","KNM"
"101","Barrel 10 Bullet 2","Barrel 2 Bullet 2",0.116833333333333,0.043,0.61,0.1595,"KNM","KNM"
"102","Barrel 10 Bullet 2","Barrel 3 Bullet 1",0.0401176470588235,0.008,0.156,0.058,"KNM","KNM"
"103","Barrel 10 Bullet 2","Barrel 3 Bullet 2",0.13048,0.024,0.54,0.188,"KNM","KNM"
"104","Barrel 10 Bullet 2","Barrel 4 Bullet 1",0.18712,0.052,0.736,0.2104,"KNM","KNM"
"105","Barrel 10 Bullet 2","Barrel 4 Bullet 2",0.02304,0.006,0.264,0.0596,"KNM","KNM"
"106","Barrel 10 Bullet 2","Barrel 5 Bullet 1",0.05616,0.014,0.438,0.0928,"KNM","KNM"
"107","Barrel 10 Bullet 2","Barrel 5 Bullet 2",0.10824,0.026,0.504,0.158,"KNM","KNM"
"108","Barrel 10 Bullet 2","Barrel 6 Bullet 1",0.0548,0.02,0.478,0.1096,"KNM","KNM"
"109","Barrel 10 Bullet 2","Barrel 6 Bullet 2",0.17448,0.012,0.506,0.1912,"KNM","KNM"
"110","Barrel 10 Bullet 2","Barrel 7 Bullet 1",0.08488,0.01,0.566,0.1316,"KNM","KNM"
"111","Barrel 10 Bullet 2","Barrel 7 Bullet 2",0.13496,0.196,0.516,0.2096,"KNM","KNM"
"112","Barrel 10 Bullet 2","Barrel 8 Bullet 1",0.0995476190476191,0.097,0.222,0.1105,"KNM","KNM"
"113","Barrel 10 Bullet 2","Barrel 8 Bullet 2",0.09616,0.084,0.45,0.1516,"KNM","KNM"
"114","Barrel 10 Bullet 2","Barrel 9 Bullet 1",0.02536,0.012,0.168,0.0488,"KNM","KNM"
"115","Barrel 10 Bullet 2","Barrel 9 Bullet 2",0.0636,0.044,0.24,0.0848,"KNM","KNM"
"116","Barrel 10 Bullet 2","Unknowns Bullet 'E'",0.18452380952381,0.189,0.464,0.225,"UKN","KNM"
"117","Barrel 10 Bullet 2","Unknowns Bullet 'F'",0.04912,0.042,0.132,0.0672,"UKN","KNM"
"118","Barrel 10 Bullet 2","Unknowns Bullet 'G'",0.06152,0.02,0.182,0.0756,"UKN","KNM"
"119","Barrel 10 Bullet 2","Unknowns Bullet 'H'",0.09136,0.006,0.294,0.1192,"UKN","KNM"
"120","Barrel 10 Bullet 2","Unknowns Bullet 'I'",0.0547619047619048,0.061,0.338,0.092,"UKN","KNM"
"121","Barrel 10 Bullet 2","Unknowns Bullet 'J'",0.03464,0.024,0.274,0.076,"UKN","KNM"
"122","Barrel 10 Bullet 2","Unknowns Bullet 'K'",0.07056,0.044,0.302,0.092,"UKN","KNM"
"123","Barrel 10 Bullet 2","Unknowns Bullet 'L'",0.06336,0.07,0.436,0.0944,"UKN","KNM"
"124","Barrel 10 Bullet 2","Unknowns Bullet 'O'",0.08072,0.082,0.454,0.134,"UKN","KNM"
"125","Barrel 10 Bullet 2","Unknowns Bullet 'P'",0.11784,0.01,0.658,0.142,"UKN","KNM"
"126","Barrel 10 Bullet 2","Unknowns Bullet 'S'",0.8272,0.908,1,0.8708,"UKN","KM"
"127","Barrel 10 Bullet 2","Unknowns Bullet 'T'",0.03984,0.06,0.232,0.0784,"UKN","KNM"
"128","Barrel 10 Bullet 2","Unknowns Bullet 'U'",0.05296,0.046,0.378,0.1176,"UKN","KNM"
"129","Barrel 10 Bullet 2","Unknowns Bullet 'X'",0.0416,0.016,0.356,0.0776,"UKN","KNM"
"130","Barrel 10 Bullet 2","Unknowns Bullet 'Y'",0.0816,0.1,0.656,0.1432,"UKN","KNM"
"131","Barrel 2 Bullet 1","Barrel 2 Bullet 2",0.87824,0.97,1,0.9328,"KM","KM"
"132","Barrel 2 Bullet 1","Barrel 3 Bullet 1",0.013,0.014,0.072,0.027,"KNM","KNM"
"133","Barrel 2 Bullet 1","Barrel 3 Bullet 2",0.0194666666666667,0.019,0.102,0.0363333333333333,"KNM","KNM"
"134","Barrel 2 Bullet 1","Barrel 4 Bullet 1",0.0682666666666667,0.027,0.256,0.104666666666667,"KNM","KNM"
"135","Barrel 2 Bullet 1","Barrel 4 Bullet 2",0.0468666666666667,0.011,0.28,0.078,"KNM","KNM"
"136","Barrel 2 Bullet 1","Barrel 5 Bullet 1",0.0678666666666667,0.028,0.486,0.094,"KNM","KNM"
"137","Barrel 2 Bullet 1","Barrel 5 Bullet 2",0.1022,0.021,0.442,0.143666666666667,"KNM","KNM"
"138","Barrel 2 Bullet 1","Barrel 6 Bullet 1",0.0225333333333333,0.02,0.168,0.05,"KNM","KNM"
"139","Barrel 2 Bullet 1","Barrel 6 Bullet 2",0.0781333333333333,0.031,0.382,0.0863333333333333,"KNM","KNM"
"140","Barrel 2 Bullet 1","Barrel 7 Bullet 1",0.0476666666666667,0.013,0.386,0.0736666666666667,"KNM","KNM"
"141","Barrel 2 Bullet 1","Barrel 7 Bullet 2",0.0688666666666667,0.017,0.236,0.089,"KNM","KNM"
"142","Barrel 2 Bullet 1","Barrel 8 Bullet 1",0.11624,0.132,0.41,0.1508,"KNM","KNM"
"143","Barrel 2 Bullet 1","Barrel 8 Bullet 2",0.058,0.014,0.494,0.086,"KNM","KNM"
"144","Barrel 2 Bullet 1","Barrel 9 Bullet 1",0.0936666666666667,0.018,0.322,0.111666666666667,"KNM","KNM"
"145","Barrel 2 Bullet 1","Barrel 9 Bullet 2",0.133066666666667,0.01,0.588,0.157,"KNM","KNM"
"146","Barrel 2 Bullet 1","Unknowns Bullet 'E'",0.09248,0.014,0.472,0.1116,"UKN","KNM"
"147","Barrel 2 Bullet 1","Unknowns Bullet 'F'",0.049,0.016,0.444,0.0896666666666667,"UKN","KNM"
"148","Barrel 2 Bullet 1","Unknowns Bullet 'G'",0.0408666666666667,0.009,0.206,0.061,"UKN","KNM"
"149","Barrel 2 Bullet 1","Unknowns Bullet 'H'",0.0575333333333333,0.02,0.402,0.0863333333333333,"UKN","KNM"
"150","Barrel 2 Bullet 1","Unknowns Bullet 'I'",0.01704,0.004,0.186,0.0416,"UKN","KNM"
"151","Barrel 2 Bullet 1","Unknowns Bullet 'J'",0.0468,0.028,0.21,0.0643333333333333,"UKN","KNM"
"152","Barrel 2 Bullet 1","Unknowns Bullet 'K'",0.0304,0.032,0.238,0.052,"UKN","KNM"
"153","Barrel 2 Bullet 1","Unknowns Bullet 'L'",0.0712,0.014,0.442,0.103666666666667,"UKN","KNM"
"154","Barrel 2 Bullet 1","Unknowns Bullet 'O'",0.864333333333333,0.965,1,0.922666666666667,"UKN","KM"
"155","Barrel 2 Bullet 1","Unknowns Bullet 'P'",0.0226666666666667,0.012,0.154,0.044,"UKN","KNM"
"156","Barrel 2 Bullet 1","Unknowns Bullet 'S'",0.0349333333333333,0.03,0.126,0.0566666666666667,"UKN","KNM"
"157","Barrel 2 Bullet 1","Unknowns Bullet 'T'",0.0337333333333333,0.036,0.272,0.068,"UKN","KNM"
"158","Barrel 2 Bullet 1","Unknowns Bullet 'U'",0.0652666666666667,0.014,0.426,0.092,"UKN","KNM"
"159","Barrel 2 Bullet 1","Unknowns Bullet 'X'",0.0214,0.012,0.124,0.0346666666666667,"UKN","KNM"
"160","Barrel 2 Bullet 1","Unknowns Bullet 'Y'",0.0698666666666667,0.024,0.264,0.084,"UKN","KNM"
"161","Barrel 2 Bullet 2","Barrel 3 Bullet 1",0.05,0.026,0.17,0.0615,"KNM","KNM"
"162","Barrel 2 Bullet 2","Barrel 3 Bullet 2",0.04408,0.06,0.154,0.066,"KNM","KNM"
"163","Barrel 2 Bullet 2","Barrel 4 Bullet 1",0.04616,0.032,0.174,0.074,"KNM","KNM"
"164","Barrel 2 Bullet 2","Barrel 4 Bullet 2",0.00784,0.008,0.126,0.0332,"KNM","KNM"
"165","Barrel 2 Bullet 2","Barrel 5 Bullet 1",0.05496,0.01,0.382,0.0908,"KNM","KNM"
"166","Barrel 2 Bullet 2","Barrel 5 Bullet 2",0.08552,0.054,0.3,0.138,"KNM","KNM"
"167","Barrel 2 Bullet 2","Barrel 6 Bullet 1",0.06032,0.03,0.238,0.0948,"KNM","KNM"
"168","Barrel 2 Bullet 2","Barrel 6 Bullet 2",0.03192,0.02,0.158,0.0508,"KNM","KNM"
"169","Barrel 2 Bullet 2","Barrel 7 Bullet 1",0.06144,0.006,0.416,0.0968,"KNM","KNM"
"170","Barrel 2 Bullet 2","Barrel 7 Bullet 2",0.04112,0.024,0.254,0.0732,"KNM","KNM"
"171","Barrel 2 Bullet 2","Barrel 8 Bullet 1",0.0857857142857143,0.136,0.228,0.1175,"KNM","KNM"
"172","Barrel 2 Bullet 2","Barrel 8 Bullet 2",0.0324,0.034,0.266,0.0628,"KNM","KNM"
"173","Barrel 2 Bullet 2","Barrel 9 Bullet 1",0.10576,0.034,0.278,0.1244,"KNM","KNM"
"174","Barrel 2 Bullet 2","Barrel 9 Bullet 2",0.04952,0.004,0.308,0.0728,"KNM","KNM"
"175","Barrel 2 Bullet 2","Unknowns Bullet 'E'",0.0369285714285714,0.014,0.184,0.0515,"UKN","KNM"
"176","Barrel 2 Bullet 2","Unknowns Bullet 'F'",0.07032,0.004,0.47,0.1244,"UKN","KNM"
"177","Barrel 2 Bullet 2","Unknowns Bullet 'G'",0.05472,0.018,0.29,0.0796,"UKN","KNM"
"178","Barrel 2 Bullet 2","Unknowns Bullet 'H'",0.02776,0.012,0.16,0.0624,"UKN","KNM"
"179","Barrel 2 Bullet 2","Unknowns Bullet 'I'",0.1206,0.035,0.504,0.1448,"UKN","KNM"
"180","Barrel 2 Bullet 2","Unknowns Bullet 'J'",0.03216,0.018,0.212,0.0516,"UKN","KNM"
"181","Barrel 2 Bullet 2","Unknowns Bullet 'K'",0.04208,0.018,0.202,0.0612,"UKN","KNM"
"182","Barrel 2 Bullet 2","Unknowns Bullet 'L'",0.0556,0.01,0.34,0.0756,"UKN","KNM"
"183","Barrel 2 Bullet 2","Unknowns Bullet 'O'",0.89512,0.98,1,0.9336,"UKN","KM"
"184","Barrel 2 Bullet 2","Unknowns Bullet 'P'",0.01672,0.022,0.078,0.0348,"UKN","KNM"
"185","Barrel 2 Bullet 2","Unknowns Bullet 'S'",0.05048,0.082,0.25,0.094,"UKN","KNM"
"186","Barrel 2 Bullet 2","Unknowns Bullet 'T'",0.04368,0.016,0.312,0.0696,"UKN","KNM"
"187","Barrel 2 Bullet 2","Unknowns Bullet 'U'",0.08656,0.02,0.466,0.108,"UKN","KNM"
"188","Barrel 2 Bullet 2","Unknowns Bullet 'X'",0.05,0.016,0.316,0.0724,"UKN","KNM"
"189","Barrel 2 Bullet 2","Unknowns Bullet 'Y'",0.02928,0.014,0.178,0.0464,"UKN","KNM"
"190","Barrel 3 Bullet 1","Barrel 3 Bullet 2",0.6965,0.81,0.998,0.739,"KM","KM"
"191","Barrel 3 Bullet 1","Barrel 4 Bullet 1",0.0413,0.023,0.152,0.0535,"KNM","KNM"
"192","Barrel 3 Bullet 1","Barrel 4 Bullet 2",0.0165,0.016,0.058,0.0265,"KNM","KNM"
"193","Barrel 3 Bullet 1","Barrel 5 Bullet 1",0.0683,0.016,0.326,0.0975,"KNM","KNM"
"194","Barrel 3 Bullet 1","Barrel 5 Bullet 2",0.0828,0.01,0.338,0.096,"KNM","KNM"
"195","Barrel 3 Bullet 1","Barrel 6 Bullet 1",0.078,0.057,0.244,0.0945,"KNM","KNM"
"196","Barrel 3 Bullet 1","Barrel 6 Bullet 2",0.0548,0.031,0.22,0.0785,"KNM","KNM"
"197","Barrel 3 Bullet 1","Barrel 7 Bullet 1",0.0443,0.008,0.248,0.0695,"KNM","KNM"
"198","Barrel 3 Bullet 1","Barrel 7 Bullet 2",0.0285,0.022,0.14,0.0445,"KNM","KNM"
"199","Barrel 3 Bullet 1","Barrel 8 Bullet 1",0.0467843137254902,0.041,0.184,0.0766666666666667,"KNM","KNM"
"200","Barrel 3 Bullet 1","Barrel 8 Bullet 2",0.0697,0.052,0.204,0.08,"KNM","KNM"
"201","Barrel 3 Bullet 1","Barrel 9 Bullet 1",0.0273,0.01,0.166,0.046,"KNM","KNM"
"202","Barrel 3 Bullet 1","Barrel 9 Bullet 2",0.0129,0.016,0.044,0.0265,"KNM","KNM"
"203","Barrel 3 Bullet 1","Unknowns Bullet 'E'",0.0506274509803921,0.02,0.176,0.0633333333333333,"UKN","KNM"
"204","Barrel 3 Bullet 1","Unknowns Bullet 'F'",0.0493,0.029,0.17,0.0685,"UKN","KNM"
"205","Barrel 3 Bullet 1","Unknowns Bullet 'G'",0.0204,0.015,0.166,0.046,"UKN","KNM"
"206","Barrel 3 Bullet 1","Unknowns Bullet 'H'",0.0119,0.008,0.058,0.02,"UKN","KNM"
"207","Barrel 3 Bullet 1","Unknowns Bullet 'I'",0.0936470588235294,0.016,0.274,0.106,"UKN","KNM"
"208","Barrel 3 Bullet 1","Unknowns Bullet 'J'",0.0152,0.008,0.084,0.0305,"UKN","KNM"
"209","Barrel 3 Bullet 1","Unknowns Bullet 'K'",0.0117,0.011,0.052,0.0245,"UKN","KNM"
"210","Barrel 3 Bullet 1","Unknowns Bullet 'L'",0.7318,0.748,0.976,0.812,"UKN","KM"
"211","Barrel 3 Bullet 1","Unknowns Bullet 'O'",0.0312,0.008,0.162,0.051,"UKN","KNM"
"212","Barrel 3 Bullet 1","Unknowns Bullet 'P'",0.0307,0.025,0.104,0.043,"UKN","KNM"
"213","Barrel 3 Bullet 1","Unknowns Bullet 'S'",0.024,0.013,0.148,0.044,"UKN","KNM"
"214","Barrel 3 Bullet 1","Unknowns Bullet 'T'",0.0253,0.021,0.162,0.0425,"UKN","KNM"
"215","Barrel 3 Bullet 1","Unknowns Bullet 'U'",0.0088,0.013,0.026,0.0165,"UKN","KNM"
"216","Barrel 3 Bullet 1","Unknowns Bullet 'X'",0.0312,0.014,0.186,0.0545,"UKN","KNM"
"217","Barrel 3 Bullet 1","Unknowns Bullet 'Y'",0.0213,0.021,0.132,0.0375,"UKN","KNM"
"218","Barrel 3 Bullet 2","Barrel 4 Bullet 1",0.0648666666666667,0.024,0.328,0.0996666666666667,"KNM","KNM"
"219","Barrel 3 Bullet 2","Barrel 4 Bullet 2",0.0258666666666667,0.016,0.254,0.0546666666666667,"KNM","KNM"
"220","Barrel 3 Bullet 2","Barrel 5 Bullet 1",0.0945333333333333,0.008,0.536,0.117666666666667,"KNM","KNM"
"221","Barrel 3 Bullet 2","Barrel 5 Bullet 2",0.1224,0.02,0.438,0.148666666666667,"KNM","KNM"
"222","Barrel 3 Bullet 2","Barrel 6 Bullet 1",0.0593333333333333,0.012,0.29,0.0893333333333333,"KNM","KNM"
"223","Barrel 3 Bullet 2","Barrel 6 Bullet 2",0.1238,0.038,0.704,0.188,"KNM","KNM"
"224","Barrel 3 Bullet 2","Barrel 7 Bullet 1",0.0446,0.046,0.54,0.145333333333333,"KNM","KNM"
"225","Barrel 3 Bullet 2","Barrel 7 Bullet 2",0.0924,0.052,0.498,0.128666666666667,"KNM","KNM"
"226","Barrel 3 Bullet 2","Barrel 8 Bullet 1",0.03936,0.014,0.216,0.0652,"KNM","KNM"
"227","Barrel 3 Bullet 2","Barrel 8 Bullet 2",0.0964666666666667,0.01,0.474,0.135333333333333,"KNM","KNM"
